sentence 1,sentence 2,score
"['Ik', 'had', 'niet', 'in', 'de', 'gaten', 'dat', 'het', 'adres', 'te', 'zien', 'was', '.', 'Ik', 'heb', 'het', 'even', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'waarschijnlijk', 'al', 'geschied', '.']","['Ik', 'was', 'mij', 'niet', 'bewust', 'van', 'het', 'adres', '.', 'Ik', 'heb', 'het', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'vermoedelijkerwijs', 'al', 'geschied', '.']",0.3662
"['Ik', 'had', 'niet', 'in', 'de', 'gaten', 'dat', 'het', 'adres', 'te', 'zien', 'was', '.', 'Ik', 'heb', 'het', 'even', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'waarschijnlijk', 'al', 'geschied', '.']","['Ik', 'had', 'niet', 'in', 'de', 'gaten', 'dat', 'het', 'adres', 'zichtbaar', 'was', 'dus', 'ik', 'heb', 'hem', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'al', 'geschied', 'waarschijnlijk', '.']",0.5337
"['Ik', 'was', 'mij', 'niet', 'bewust', 'van', 'het', 'adres', '.', 'Ik', 'heb', 'het', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'vermoedelijkerwijs', 'al', 'geschied', '.']","['Ik', 'had', 'niet', 'in', 'de', 'gaten', 'dat', 'het', 'adres', 'zichtbaar', 'was', 'dus', 'ik', 'heb', 'hem', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'al', 'geschied', 'waarschijnlijk', '.']",0.2906
"['die', 'chick', 'is', 'super', 'rechtse', 'en', 'conservatieve', 'candace', 'owens', 'trouwens']","['Die', 'vrouw', 'is', 'trouwens', 'de', 'erg', 'politiek', 'rechtse', 'en', 'conservatieve', 'Candace', 'Owens', '.']",0.0874
"['die', 'chick', 'is', 'super', 'rechtse', 'en', 'conservatieve', 'candace', 'owens', 'trouwens']","['Die', 'vrouw', 'is', 'de', 'rechts-extremistische', 'en', 'conservatieve', 'Candace', 'Owens', '.']",0.0494
"['die', 'chick', 'is', 'super', 'rechtse', 'en', 'conservatieve', 'candace', 'owens', 'trouwens']","['Deze', 'vrouw', 'is', 'net', 'zo', 'rechts', 'conservatief', 'als', 'Candace', 'Owens', '.']",0.0189
"['Die', 'vrouw', 'is', 'trouwens', 'de', 'erg', 'politiek', 'rechtse', 'en', 'conservatieve', 'Candace', 'Owens', '.']","['Die', 'vrouw', 'is', 'de', 'rechts-extremistische', 'en', 'conservatieve', 'Candace', 'Owens', '.']",0.4008
"['Die', 'vrouw', 'is', 'trouwens', 'de', 'erg', 'politiek', 'rechtse', 'en', 'conservatieve', 'Candace', 'Owens', '.']","['Deze', 'vrouw', 'is', 'net', 'zo', 'rechts', 'conservatief', 'als', 'Candace', 'Owens', '.']",0.0978
"['Die', 'vrouw', 'is', 'de', 'rechts-extremistische', 'en', 'conservatieve', 'Candace', 'Owens', '.']","['Deze', 'vrouw', 'is', 'net', 'zo', 'rechts', 'conservatief', 'als', 'Candace', 'Owens', '.']",0.1173
"['hij', 'moet', 'even', 'bewijzen', 'dat', 'hij', 'echt', 'wel', '“', 'oudere', '”', 'vrouwen', 'date']","['Hij', 'is', 'aan', 'het', 'bewijzen', 'dat', 'hij', 'echt', 'met', ""'oudere"", ""'"", 'vrouwen', 'relaties', 'aangaat', '.']",0.174
"['hij', 'moet', 'even', 'bewijzen', 'dat', 'hij', 'echt', 'wel', '“', 'oudere', '”', 'vrouwen', 'date']","['Hij', 'moet', 'aantonen', 'dat', 'hij', 'daadwerkelijk', 'uitgaat', 'met', 'vrouwen', 'die', 'ouder', 'zijn', '.']",0.0391
"['hij', 'moet', 'even', 'bewijzen', 'dat', 'hij', 'echt', 'wel', '“', 'oudere', '”', 'vrouwen', 'date']","['Hij', 'voelt', 'de', 'druk', 'om', 'te', 'bewijzen', 'dat', 'hij', 'wel', 'degelijk', 'vrouwen', 'met', 'een', 'hogere', 'leeftijd', 'date', '.']",0.0636
"['Hij', 'is', 'aan', 'het', 'bewijzen', 'dat', 'hij', 'echt', 'met', ""'oudere"", ""'"", 'vrouwen', 'relaties', 'aangaat', '.']","['Hij', 'moet', 'aantonen', 'dat', 'hij', 'daadwerkelijk', 'uitgaat', 'met', 'vrouwen', 'die', 'ouder', 'zijn', '.']",0.0371
"['Hij', 'is', 'aan', 'het', 'bewijzen', 'dat', 'hij', 'echt', 'met', ""'oudere"", ""'"", 'vrouwen', 'relaties', 'aangaat', '.']","['Hij', 'voelt', 'de', 'druk', 'om', 'te', 'bewijzen', 'dat', 'hij', 'wel', 'degelijk', 'vrouwen', 'met', 'een', 'hogere', 'leeftijd', 'date', '.']",0.0661
"['Hij', 'moet', 'aantonen', 'dat', 'hij', 'daadwerkelijk', 'uitgaat', 'met', 'vrouwen', 'die', 'ouder', 'zijn', '.']","['Hij', 'voelt', 'de', 'druk', 'om', 'te', 'bewijzen', 'dat', 'hij', 'wel', 'degelijk', 'vrouwen', 'met', 'een', 'hogere', 'leeftijd', 'date', '.']",0.0301
"['dat', 'ook', 'ja', ',', 'ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie']","['Dat', 'is', 'ook', 'zo', '.', 'Ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie', '.']",0.3955
"['dat', 'ook', 'ja', ',', 'ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie']","['Alle', 'aspecten', 'van', 'deze', 'winactie', 'verwarren', 'mij', '.']",0.0404
"['dat', 'ook', 'ja', ',', 'ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie']","['Daar', 'ben', 'ik', 'het', 'mee', 'eens', '.', 'Ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie', '.']",0.3365
"['Dat', 'is', 'ook', 'zo', '.', 'Ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie', '.']","['Alle', 'aspecten', 'van', 'deze', 'winactie', 'verwarren', 'mij', '.']",0.0348
"['Dat', 'is', 'ook', 'zo', '.', 'Ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie', '.']","['Daar', 'ben', 'ik', 'het', 'mee', 'eens', '.', 'Ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie', '.']",0.5512
"['Alle', 'aspecten', 'van', 'deze', 'winactie', 'verwarren', 'mij', '.']","['Daar', 'ben', 'ik', 'het', 'mee', 'eens', '.', 'Ik', 'vind', 'alles', 'vreemd', 'aan', 'deze', 'winactie', '.']",0.0309
"['zelfde', 'groep', 'mensen', 'als', '9gag', '.']","['Dat', 'zijn', 'dezelfde', 'groep', 'mensen', 'die', 'op', '9gag', 'zitten', '.']",0.0531
"['zelfde', 'groep', 'mensen', 'als', '9gag', '.']","['Dit', 'is', 'dezelfde', 'groep', 'mensen', 'als', 'die', 'gelieerd', 'is', 'aan', 'het', 'forum', '9GAG', '.']",0.076
"['zelfde', 'groep', 'mensen', 'als', '9gag', '.']","['Dit', 'zijn', 'dezelfde', 'soort', 'mensen', 'als', 'de', 'mensen', 'die', '9gag', 'bezoeken', '.']",0.0428
"['Dat', 'zijn', 'dezelfde', 'groep', 'mensen', 'die', 'op', '9gag', 'zitten', '.']","['Dit', 'is', 'dezelfde', 'groep', 'mensen', 'als', 'die', 'gelieerd', 'is', 'aan', 'het', 'forum', '9GAG', '.']",0.0803
"['Dat', 'zijn', 'dezelfde', 'groep', 'mensen', 'die', 'op', '9gag', 'zitten', '.']","['Dit', 'zijn', 'dezelfde', 'soort', 'mensen', 'als', 'de', 'mensen', 'die', '9gag', 'bezoeken', '.']",0.0564
"['Dit', 'is', 'dezelfde', 'groep', 'mensen', 'als', 'die', 'gelieerd', 'is', 'aan', 'het', 'forum', '9GAG', '.']","['Dit', 'zijn', 'dezelfde', 'soort', 'mensen', 'als', 'de', 'mensen', 'die', '9gag', 'bezoeken', '.']",0.0401
"['wtf', 'heeft', 'hij', 'voor', 'zaad']","['Wat', 'voor', 'zaad', 'heeft', 'hij', '?']",0.1221
"['wtf', 'heeft', 'hij', 'voor', 'zaad']","['Zou', 'u', 'mij', 'kunnen', 'uitleggen', 'van', 'welke', 'categorie', 'zijn', 'sperma', 'is', '?']",0
"['wtf', 'heeft', 'hij', 'voor', 'zaad']","['Zijn', 'sperma', 'ziet', 'er', 'merkwaardig', 'uit', '.']",0
"['Wat', 'voor', 'zaad', 'heeft', 'hij', '?']","['Zou', 'u', 'mij', 'kunnen', 'uitleggen', 'van', 'welke', 'categorie', 'zijn', 'sperma', 'is', '?']",0.017
"['Wat', 'voor', 'zaad', 'heeft', 'hij', '?']","['Zijn', 'sperma', 'ziet', 'er', 'merkwaardig', 'uit', '.']",0
"['Zou', 'u', 'mij', 'kunnen', 'uitleggen', 'van', 'welke', 'categorie', 'zijn', 'sperma', 'is', '?']","['Zijn', 'sperma', 'ziet', 'er', 'merkwaardig', 'uit', '.']",0.0162
"['blijkbaar', 'is', 'er', 'een', 'dexters', 'lab', 'hiphop', 'album', '?']","['Blijkbaar', 'is', 'er', 'een', 'Dexter', ""'s"", 'Laboratory', 'hiphop', 'album', '.']",0.1313
"['blijkbaar', 'is', 'er', 'een', 'dexters', 'lab', 'hiphop', 'album', '?']","['Ik', 'kom', 'net', 'tot', 'de', 'ontdekking', 'van', 'het', 'bestaan', 'van', 'een', 'rapalbum', 'met', 'de', 'muziek', 'van', 'de', 'serie', 'Dexter', ""'s"", 'Lab', '.']",0.0087
"['blijkbaar', 'is', 'er', 'een', 'dexters', 'lab', 'hiphop', 'album', '?']","['Het', 'was', 'mij', 'nog', 'niet', 'bekend', 'dat', 'er', 'een', 'hiphop', 'album', 'bestaat', 'van', 'Dexter', ""'s"", 'Laboratory', '.']",0.0344
"['Blijkbaar', 'is', 'er', 'een', 'Dexter', ""'s"", 'Laboratory', 'hiphop', 'album', '.']","['Ik', 'kom', 'net', 'tot', 'de', 'ontdekking', 'van', 'het', 'bestaan', 'van', 'een', 'rapalbum', 'met', 'de', 'muziek', 'van', 'de', 'serie', 'Dexter', ""'s"", 'Lab', '.']",0.0218
"['Blijkbaar', 'is', 'er', 'een', 'Dexter', ""'s"", 'Laboratory', 'hiphop', 'album', '.']","['Het', 'was', 'mij', 'nog', 'niet', 'bekend', 'dat', 'er', 'een', 'hiphop', 'album', 'bestaat', 'van', 'Dexter', ""'s"", 'Laboratory', '.']",0.0865
"['Ik', 'kom', 'net', 'tot', 'de', 'ontdekking', 'van', 'het', 'bestaan', 'van', 'een', 'rapalbum', 'met', 'de', 'muziek', 'van', 'de', 'serie', 'Dexter', ""'s"", 'Lab', '.']","['Het', 'was', 'mij', 'nog', 'niet', 'bekend', 'dat', 'er', 'een', 'hiphop', 'album', 'bestaat', 'van', 'Dexter', ""'s"", 'Laboratory', '.']",0.0228
"['(', 'of', 'bedoel', 'je', 'gemeen', 'ipv', 'onjuist', '?', ')']","['Bedoel', 'je', 'gemeen', 'in', 'plaats', 'van', 'onjuist', '?']",0.0733
"['(', 'of', 'bedoel', 'je', 'gemeen', 'ipv', 'onjuist', '?', ')']","['Of', 'bedoelt', 'u', ""'gemeen"", ""'"", 'in', 'plaats', 'van', ""'onjuist"", ""'"", '?']",0.0189
"['(', 'of', 'bedoel', 'je', 'gemeen', 'ipv', 'onjuist', '?', ')']","['Bedoel', 'je', 'wellicht', 'onaardig', 'in', 'plaats', 'van', 'onjuist', '?']",0.0561
"['Bedoel', 'je', 'gemeen', 'in', 'plaats', 'van', 'onjuist', '?']","['Of', 'bedoelt', 'u', ""'gemeen"", ""'"", 'in', 'plaats', 'van', ""'onjuist"", ""'"", '?']",0.1003
"['Bedoel', 'je', 'gemeen', 'in', 'plaats', 'van', 'onjuist', '?']","['Bedoel', 'je', 'wellicht', 'onaardig', 'in', 'plaats', 'van', 'onjuist', '?']",0.5133
"['Of', 'bedoelt', 'u', ""'gemeen"", ""'"", 'in', 'plaats', 'van', ""'onjuist"", ""'"", '?']","['Bedoel', 'je', 'wellicht', 'onaardig', 'in', 'plaats', 'van', 'onjuist', '?']",0.1021
"['misschien', 'heeft', 'ze', 'het', 'wel', 'allemaal', 'bij', 'elkaar', 'gelogen', 'en', 'word', 'hij', 'neergezet', 'als', 'een', 'wifebeater', '.']","['Er', 'is', 'een', 'kans', 'dat', 'ze', 'alles', 'bij', 'elkaar', 'heeft', 'gelogen', 'en', 'hij', 'wordt', 'afgeschilderd', 'als', 'iemand', 'die', 'vrouwen', 'slaat', '.']",0.0344
"['misschien', 'heeft', 'ze', 'het', 'wel', 'allemaal', 'bij', 'elkaar', 'gelogen', 'en', 'word', 'hij', 'neergezet', 'als', 'een', 'wifebeater', '.']","['Misschien', 'heeft', 'zij', 'over', 'het', 'geheel', 'gelogen', 'en', 'wordt', 'hij', 'onterecht', 'afgebeeld', 'als', 'een', 'man', 'die', 'zijn', 'vrouw', 'slaat', '.']",0.0342
"['misschien', 'heeft', 'ze', 'het', 'wel', 'allemaal', 'bij', 'elkaar', 'gelogen', 'en', 'word', 'hij', 'neergezet', 'als', 'een', 'wifebeater', '.']","['Het', 'zou', 'kunnen', 'dat', 'zij', 'alleen', 'maar', 'leugens', 'heeft', 'verspreid', 'en', 'dat', 'ze', 'hem', 'neerzet', 'als', 'een', 'gewelddadige', 'man', '.']",0.0268
"['Er', 'is', 'een', 'kans', 'dat', 'ze', 'alles', 'bij', 'elkaar', 'heeft', 'gelogen', 'en', 'hij', 'wordt', 'afgeschilderd', 'als', 'iemand', 'die', 'vrouwen', 'slaat', '.']","['Misschien', 'heeft', 'zij', 'over', 'het', 'geheel', 'gelogen', 'en', 'wordt', 'hij', 'onterecht', 'afgebeeld', 'als', 'een', 'man', 'die', 'zijn', 'vrouw', 'slaat', '.']",0.0344
"['Er', 'is', 'een', 'kans', 'dat', 'ze', 'alles', 'bij', 'elkaar', 'heeft', 'gelogen', 'en', 'hij', 'wordt', 'afgeschilderd', 'als', 'iemand', 'die', 'vrouwen', 'slaat', '.']","['Het', 'zou', 'kunnen', 'dat', 'zij', 'alleen', 'maar', 'leugens', 'heeft', 'verspreid', 'en', 'dat', 'ze', 'hem', 'neerzet', 'als', 'een', 'gewelddadige', 'man', '.']",0.0265
"['Misschien', 'heeft', 'zij', 'over', 'het', 'geheel', 'gelogen', 'en', 'wordt', 'hij', 'onterecht', 'afgebeeld', 'als', 'een', 'man', 'die', 'zijn', 'vrouw', 'slaat', '.']","['Het', 'zou', 'kunnen', 'dat', 'zij', 'alleen', 'maar', 'leugens', 'heeft', 'verspreid', 'en', 'dat', 'ze', 'hem', 'neerzet', 'als', 'een', 'gewelddadige', 'man', '.']",0.0279
"['(', 'en', 'dat', 'ze', 'elkaar', 'gingen', 'eten', 'in', 'proefkonijnen', 'was', 'echt', 'heel', 'vet', 'ook', 'wel', ')']","['Toen', 'ze', 'elkaar', 'gingen', 'eten', 'in', 'Proefkonijnen', 'was', 'ook', 'erg', 'gaaf', '.']",0.2471
"['(', 'en', 'dat', 'ze', 'elkaar', 'gingen', 'eten', 'in', 'proefkonijnen', 'was', 'echt', 'heel', 'vet', 'ook', 'wel', ')']","['Het', 'was', 'erg', 'gaaf', 'toen', 'zij', 'een', 'stukje', 'van', 'elkaar', 'consumeerden', 'tijdens', 'het', 'programma', 'Proefkonijnen', '.']",0.0146
"['(', 'en', 'dat', 'ze', 'elkaar', 'gingen', 'eten', 'in', 'proefkonijnen', 'was', 'echt', 'heel', 'vet', 'ook', 'wel', ')']","['Ik', 'vond', 'het', 'erg', 'stoer', 'dat', 'ze', 'elkaar', 'gingen', 'opeten', 'in', 'het', 'televisieprogramma', 'Proefkonijnen', '.']",0.1627
"['Toen', 'ze', 'elkaar', 'gingen', 'eten', 'in', 'Proefkonijnen', 'was', 'ook', 'erg', 'gaaf', '.']","['Het', 'was', 'erg', 'gaaf', 'toen', 'zij', 'een', 'stukje', 'van', 'elkaar', 'consumeerden', 'tijdens', 'het', 'programma', 'Proefkonijnen', '.']",0.0342
"['Toen', 'ze', 'elkaar', 'gingen', 'eten', 'in', 'Proefkonijnen', 'was', 'ook', 'erg', 'gaaf', '.']","['Ik', 'vond', 'het', 'erg', 'stoer', 'dat', 'ze', 'elkaar', 'gingen', 'opeten', 'in', 'het', 'televisieprogramma', 'Proefkonijnen', '.']",0.0809
"['Het', 'was', 'erg', 'gaaf', 'toen', 'zij', 'een', 'stukje', 'van', 'elkaar', 'consumeerden', 'tijdens', 'het', 'programma', 'Proefkonijnen', '.']","['Ik', 'vond', 'het', 'erg', 'stoer', 'dat', 'ze', 'elkaar', 'gingen', 'opeten', 'in', 'het', 'televisieprogramma', 'Proefkonijnen', '.']",0.0329
"['vind', 'het', 'gek', 'dat', 'mensen', 'dan', 'verbaasd', 'zijn', 'dat', 'ie', 'dat', 'ook', 'naar', 'hun', 'doet']","['Ik', 'vind', 'het', 'vreemd', 'dat', 'mensen', 'verbaasd', 'zijn', 'wanneer', 'hij', 'ook', 'zo', 'naar', 'hen', 'doet', '.']",0.0499
"['vind', 'het', 'gek', 'dat', 'mensen', 'dan', 'verbaasd', 'zijn', 'dat', 'ie', 'dat', 'ook', 'naar', 'hun', 'doet']","['Ik', 'verwonder', 'mij', 'erover', 'dat', 'mensen', 'verbaasd', 'zijn', 'over', 'het', 'feit', 'dat', 'hij', 'hetzelfde', 'jegens', 'hen', 'doet', '.']",0.0372
"['vind', 'het', 'gek', 'dat', 'mensen', 'dan', 'verbaasd', 'zijn', 'dat', 'ie', 'dat', 'ook', 'naar', 'hun', 'doet']","['Ik', 'begrijp', 'niet', 'dat', 'men', 'verbaasd', 'is', 'dat', 'hij', 'dat', 'ook', 'bij', 'hen', 'doet', '.']",0.0368
"['Ik', 'vind', 'het', 'vreemd', 'dat', 'mensen', 'verbaasd', 'zijn', 'wanneer', 'hij', 'ook', 'zo', 'naar', 'hen', 'doet', '.']","['Ik', 'verwonder', 'mij', 'erover', 'dat', 'mensen', 'verbaasd', 'zijn', 'over', 'het', 'feit', 'dat', 'hij', 'hetzelfde', 'jegens', 'hen', 'doet', '.']",0.2126
"['Ik', 'vind', 'het', 'vreemd', 'dat', 'mensen', 'verbaasd', 'zijn', 'wanneer', 'hij', 'ook', 'zo', 'naar', 'hen', 'doet', '.']","['Ik', 'begrijp', 'niet', 'dat', 'men', 'verbaasd', 'is', 'dat', 'hij', 'dat', 'ook', 'bij', 'hen', 'doet', '.']",0.0782
"['Ik', 'verwonder', 'mij', 'erover', 'dat', 'mensen', 'verbaasd', 'zijn', 'over', 'het', 'feit', 'dat', 'hij', 'hetzelfde', 'jegens', 'hen', 'doet', '.']","['Ik', 'begrijp', 'niet', 'dat', 'men', 'verbaasd', 'is', 'dat', 'hij', 'dat', 'ook', 'bij', 'hen', 'doet', '.']",0.0757
"['(', 'ik', 'vond', 'hem', 'wel', 'goed', 'bij', 'je', 'zal', 'het', 'maar', 'hebben', 'trouwens', 'dat', 'moet', 'ik', 'hem', 'nageven', ')']","['Ik', 'vond', 'hem', 'trouwens', 'wel', 'goed', 'bij', 'Je', 'Zal', 'Het', 'Maar', 'Hebben', ',', 'dat', 'moet', 'ik', 'hem', 'nageven', '.']",0.2853
"['(', 'ik', 'vond', 'hem', 'wel', 'goed', 'bij', 'je', 'zal', 'het', 'maar', 'hebben', 'trouwens', 'dat', 'moet', 'ik', 'hem', 'nageven', ')']","['Ik', 'vond', 'zijn', 'prestatie', 'bij', ""'Je"", 'zal', 'het', 'maar', 'hebben', ""'"", 'verdienstelijk', ',', 'dat', 'moet', 'ik', 'hem', 'nageven', '.']",0.3338
"['(', 'ik', 'vond', 'hem', 'wel', 'goed', 'bij', 'je', 'zal', 'het', 'maar', 'hebben', 'trouwens', 'dat', 'moet', 'ik', 'hem', 'nageven', ')']","['Ik', 'moet', 'toegeven', ',', 'bij', 'het', 'programma', 'Je', 'zal', 'het', 'maar', 'hebben', 'vond', 'ik', 'hem', 'wel', 'goed', '.']",0.2156
"['Ik', 'vond', 'hem', 'trouwens', 'wel', 'goed', 'bij', 'Je', 'Zal', 'Het', 'Maar', 'Hebben', ',', 'dat', 'moet', 'ik', 'hem', 'nageven', '.']","['Ik', 'vond', 'zijn', 'prestatie', 'bij', ""'Je"", 'zal', 'het', 'maar', 'hebben', ""'"", 'verdienstelijk', ',', 'dat', 'moet', 'ik', 'hem', 'nageven', '.']",0.3503
"['Ik', 'vond', 'hem', 'trouwens', 'wel', 'goed', 'bij', 'Je', 'Zal', 'Het', 'Maar', 'Hebben', ',', 'dat', 'moet', 'ik', 'hem', 'nageven', '.']","['Ik', 'moet', 'toegeven', ',', 'bij', 'het', 'programma', 'Je', 'zal', 'het', 'maar', 'hebben', 'vond', 'ik', 'hem', 'wel', 'goed', '.']",0.0394
"['Ik', 'vond', 'zijn', 'prestatie', 'bij', ""'Je"", 'zal', 'het', 'maar', 'hebben', ""'"", 'verdienstelijk', ',', 'dat', 'moet', 'ik', 'hem', 'nageven', '.']","['Ik', 'moet', 'toegeven', ',', 'bij', 'het', 'programma', 'Je', 'zal', 'het', 'maar', 'hebben', 'vond', 'ik', 'hem', 'wel', 'goed', '.']",0.1799
"['hij', 'is', 'echt', 'de', 'belichaming', 'van', 'kleine', 'piemel', 'energie']","['Hij', 'is', 'de', 'belichaming', 'van', 'kleine', 'piemel', 'energie', '.']",0.6105
"['hij', 'is', 'echt', 'de', 'belichaming', 'van', 'kleine', 'piemel', 'energie']","['Hij', 'straalt', 'uit', 'dat', 'hij', 'een', 'klein', 'geslachtsdeel', 'heeft', '.']",0.0211
"['hij', 'is', 'echt', 'de', 'belichaming', 'van', 'kleine', 'piemel', 'energie']","['De', 'manier', 'waarop', 'hij', 'zich', 'gedraagt', 'doet', 'denken', 'dat', 'hij', 'een', 'kleine', 'penis', 'heeft', '.']",0.0157
"['Hij', 'is', 'de', 'belichaming', 'van', 'kleine', 'piemel', 'energie', '.']","['Hij', 'straalt', 'uit', 'dat', 'hij', 'een', 'klein', 'geslachtsdeel', 'heeft', '.']",0.0251
"['Hij', 'is', 'de', 'belichaming', 'van', 'kleine', 'piemel', 'energie', '.']","['De', 'manier', 'waarop', 'hij', 'zich', 'gedraagt', 'doet', 'denken', 'dat', 'hij', 'een', 'kleine', 'penis', 'heeft', '.']",0.0157
"['Hij', 'straalt', 'uit', 'dat', 'hij', 'een', 'klein', 'geslachtsdeel', 'heeft', '.']","['De', 'manier', 'waarop', 'hij', 'zich', 'gedraagt', 'doet', 'denken', 'dat', 'hij', 'een', 'kleine', 'penis', 'heeft', '.']",0.0823
"['die', 'reactie', 'van', 'chris', 'is', 'wel', 'echt', 'de', 'reactie', 'van', 'iemand', 'waarop', 'gespuugd', 'wordt', 'maar', 'geen', 'drama', 'wil', 'zetten', ',', 'iig', 'op', 'camera']","['Die', 'reactie', 'van', 'Chris', 'komt', 'over', 'als', 'de', 'reactie', 'van', 'iemand', 'die', 'niet', 'voor', 'de', 'camera', 'boos', 'wil', 'worden', '.']",0.1358
"['die', 'reactie', 'van', 'chris', 'is', 'wel', 'echt', 'de', 'reactie', 'van', 'iemand', 'waarop', 'gespuugd', 'wordt', 'maar', 'geen', 'drama', 'wil', 'zetten', ',', 'iig', 'op', 'camera']","['De', 'reactie', 'van', 'Chris', 'lijkt', 'erop', 'dat', 'er', 'daadwerkelijk', 'op', 'hem', 'gespuugd', 'wordt', '.', 'Hij', 'lijkt', 'echter', 'voor', 'de', 'camera', 'in', 'ieder', 'geval', 'geen', 'dramatische', 'reactie', 'te', 'willen', 'vertonen', '.']",0.0229
"['die', 'reactie', 'van', 'chris', 'is', 'wel', 'echt', 'de', 'reactie', 'van', 'iemand', 'waarop', 'gespuugd', 'wordt', 'maar', 'geen', 'drama', 'wil', 'zetten', ',', 'iig', 'op', 'camera']","['Chris', 'reageerde', 'alsof', 'er', 'op', 'hem', 'gespuugd', 'werd', 'maar', 'hij', 'dat', 'niet', 'wou', 'laten', 'merken', 'op', 'beeld', '.']",0.0108
"['Die', 'reactie', 'van', 'Chris', 'komt', 'over', 'als', 'de', 'reactie', 'van', 'iemand', 'die', 'niet', 'voor', 'de', 'camera', 'boos', 'wil', 'worden', '.']","['De', 'reactie', 'van', 'Chris', 'lijkt', 'erop', 'dat', 'er', 'daadwerkelijk', 'op', 'hem', 'gespuugd', 'wordt', '.', 'Hij', 'lijkt', 'echter', 'voor', 'de', 'camera', 'in', 'ieder', 'geval', 'geen', 'dramatische', 'reactie', 'te', 'willen', 'vertonen', '.']",0.0559
"['Die', 'reactie', 'van', 'Chris', 'komt', 'over', 'als', 'de', 'reactie', 'van', 'iemand', 'die', 'niet', 'voor', 'de', 'camera', 'boos', 'wil', 'worden', '.']","['Chris', 'reageerde', 'alsof', 'er', 'op', 'hem', 'gespuugd', 'werd', 'maar', 'hij', 'dat', 'niet', 'wou', 'laten', 'merken', 'op', 'beeld', '.']",0.0127
"['De', 'reactie', 'van', 'Chris', 'lijkt', 'erop', 'dat', 'er', 'daadwerkelijk', 'op', 'hem', 'gespuugd', 'wordt', '.', 'Hij', 'lijkt', 'echter', 'voor', 'de', 'camera', 'in', 'ieder', 'geval', 'geen', 'dramatische', 'reactie', 'te', 'willen', 'vertonen', '.']","['Chris', 'reageerde', 'alsof', 'er', 'op', 'hem', 'gespuugd', 'werd', 'maar', 'hij', 'dat', 'niet', 'wou', 'laten', 'merken', 'op', 'beeld', '.']",0.0339
"['En', 'ik', 'denk', 'echt', 'WTF', 'BEN', 'JE', 'MEE', 'BEZIG', '?', '!']","['Ik', 'denk', 'echt', ',', 'waar', 'ben', 'je', 'mee', 'bezig', '?', '!']",0.0564
"['En', 'ik', 'denk', 'echt', 'WTF', 'BEN', 'JE', 'MEE', 'BEZIG', '?', '!']","['Wat', 'ben', 'jij', 'aan', 'het', 'doen', '?']",0.0187
"['En', 'ik', 'denk', 'echt', 'WTF', 'BEN', 'JE', 'MEE', 'BEZIG', '?', '!']","['Ik', 'denk', 'bij', 'mezelf', ',', 'waar', 'ben', 'je', 'in', 'hemelsnaam', 'mee', 'bezig', '?']",0.0185
"['Ik', 'denk', 'echt', ',', 'waar', 'ben', 'je', 'mee', 'bezig', '?', '!']","['Wat', 'ben', 'jij', 'aan', 'het', 'doen', '?']",0.0222
"['Ik', 'denk', 'echt', ',', 'waar', 'ben', 'je', 'mee', 'bezig', '?', '!']","['Ik', 'denk', 'bij', 'mezelf', ',', 'waar', 'ben', 'je', 'in', 'hemelsnaam', 'mee', 'bezig', '?']",0.3117
"['Wat', 'ben', 'jij', 'aan', 'het', 'doen', '?']","['Ik', 'denk', 'bij', 'mezelf', ',', 'waar', 'ben', 'je', 'in', 'hemelsnaam', 'mee', 'bezig', '?']",0.0185
"['laat', 'je', 'ons', 'weten', 'als', 'er', 'nog', 'iets', 'juicys', 'voorbij', 'komt', '?']","['Wil', 'je', 'het', 'ons', 'laten', 'weten', 'als', 'er', 'nog', 'een', 'goede', 'roddel', 'voorbij', 'komt', '?']",0.2534
"['laat', 'je', 'ons', 'weten', 'als', 'er', 'nog', 'iets', 'juicys', 'voorbij', 'komt', '?']","['Informeer', 'je', 'ons', 'als', 'er', 'achterklap', 'te', 'delen', 'valt', '?']",0.0546
"['laat', 'je', 'ons', 'weten', 'als', 'er', 'nog', 'iets', 'juicys', 'voorbij', 'komt', '?']","['Wil', 'je', 'het', 'ons', 'laten', 'weten', 'als', 'er', 'een', 'smakelijke', 'roddel', 'voorbij', 'komt', '?']",0.1278
"['Wil', 'je', 'het', 'ons', 'laten', 'weten', 'als', 'er', 'nog', 'een', 'goede', 'roddel', 'voorbij', 'komt', '?']","['Informeer', 'je', 'ons', 'als', 'er', 'achterklap', 'te', 'delen', 'valt', '?']",0.034
